"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"4","E17E66F5","GO101_25_7900","Ronkonkoma","7900","0","C5955902","0"
"4","97006089","GO101_25_7900_1","Ronkonkoma","7900","0","C5955902","0"
"4","E17E66F5","GO101_25_7901","Penn Station","7901","1","C5955902W","0"
"4","97006089","GO101_25_7901_1","Penn Station","7901","1","C5955902W","0"
"4","E17E66F5","GO101_25_7902","Ronkonkoma","7902","0","C5955902","0"
"4","97006089","GO101_25_7902_1","Ronkonkoma","7902","0","C5955902","0"
"4","BDECEEFB","GO101_25_7903","Penn Station","7903","1","C5955902W","0"
"4","E17E66F5","GO101_25_7904","Ronkonkoma","7904","0","C5955902","0"
"4","97006089","GO101_25_7904_1","Ronkonkoma","7904","0","C5955902","0"
"4","BDECEEFB","GO101_25_7905","Penn Station","7905","1","C5955902W","0"
"4","E17E66F5","GO101_25_7906","Ronkonkoma","7906","0","C5955902","0"
"4","97006089","GO101_25_7906_1","Ronkonkoma","7906","0","C5955902","0"
