"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"4","BDECEEFB","GO101_25_7907","Penn Station","7907","1","C5955902W","0"
"4","E17E66F5","GO101_25_7908","Ronkonkoma","7908","0","C5955902","0"
"4","97006089","GO101_25_7908_1","Ronkonkoma","7908","0","C5955902","0"
"4","BDECEEFB","GO101_25_7909","Penn Station","7909","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7910","Ronkonkoma","7910","0","C5955902","0"
"4","BDECEEFB","GO101_25_7911","Penn Station","7911","1","C5955902W","0"
"4","E17E66F5","GO101_25_7912","Ronkonkoma","7912","0","C5955902","0"
"4","97006089","GO101_25_7912_1","Ronkonkoma","7912","0","C5955902","0"
"4","BDECEEFB","GO101_25_7913","Penn Station","7913","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7914","Ronkonkoma","7914","0","C5955902","0"
"4","BDECEEFB","GO101_25_7915","Penn Station","7915","1","C5955902W","0"
"4","E17E66F5","GO101_25_7916","Ronkonkoma","7916","0","C5955902","0"
"4","97006089","GO101_25_7916_1","Ronkonkoma","7916","0","C5955902","0"
"4","BDECEEFB","GO101_25_7917","Penn Station","7917","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7918","Ronkonkoma","7918","0","C5955902","0"
"4","BDECEEFB","GO101_25_7919","Penn Station","7919","1","C5955902W","0"
"4","E17E66F5","GO101_25_7920","Ronkonkoma","7920","0","C5955902","0"
"4","97006089","GO101_25_7920_1","Ronkonkoma","7920","0","C5955902","0"
"4","BDECEEFB","GO101_25_7921","Penn Station","7921","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7922","Ronkonkoma","7922","0","C5955902","0"
"4","BDECEEFB","GO101_25_7923","Penn Station","7923","1","C5955902W","0"
"4","E17E66F5","GO101_25_7924","Ronkonkoma","7924","0","C5955902","0"
"4","97006089","GO101_25_7924_1","Ronkonkoma","7924","0","C5955902","0"
"4","BDECEEFB","GO101_25_7925","Penn Station","7925","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7926","Ronkonkoma","7926","0","C5955902","0"
"4","BDECEEFB","GO101_25_7927","Penn Station","7927","1","C5955902W","0"
"4","E17E66F5","GO101_25_7928","Ronkonkoma","7928","0","C5955902","0"
"4","97006089","GO101_25_7928_1","Ronkonkoma","7928","0","C5955902","0"
"4","BDECEEFB","GO101_25_7929","Penn Station","7929","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7930","Ronkonkoma","7930","0","C5955902","0"
"4","BDECEEFB","GO101_25_7931","Penn Station","7931","1","C5955902W","0"
"4","E17E66F5","GO101_25_7932","Ronkonkoma","7932","0","C5955902","0"
"4","97006089","GO101_25_7932_1","Ronkonkoma","7932","0","C5955902","0"
"4","BDECEEFB","GO101_25_7933","Penn Station","7933","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7935","Penn Station","7935","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7950","Ronkonkoma","7950","0","C5955902","0"
"4","E17E66F5","GO101_25_7952","Ronkonkoma","7952","0","C5955902","0"
"4","97006089","GO101_25_7952_1","Ronkonkoma","7952","0","C5955902","0"
"4","BDECEEFB","GO101_25_7953","Penn Station","7953","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7955","Penn Station","7955","1","C5955902W","0"
"4","E17E66F5","GO101_25_7956","Ronkonkoma","7956","0","C5955902","0"
"4","97006089","GO101_25_7956_1","Ronkonkoma","7956","0","C5955902","0"
"4","BDECEEFB","GO101_25_7957","Penn Station","7957","1","C5955902W","0"
"4","E17E66F5","GO101_25_7958","Ronkonkoma","7958","0","C5955902","0"
"4","97006089","GO101_25_7958_1","Ronkonkoma","7958","0","C5955902","0"
"4","BDECEEFB","GO101_25_7959","Penn Station","7959","1","C5955902W","0"
"4","E17E66F5","GO101_25_7960","Ronkonkoma","7960","0","C5955902","0"
"4","97006089","GO101_25_7960_1","Ronkonkoma","7960","0","C5955902","0"
"4","BDECEEFB","GO101_25_7961","Penn Station","7961","1","C5955902W","0"
"4","E17E66F5","GO101_25_7962","Ronkonkoma","7962","0","C5955902","0"
"4","97006089","GO101_25_7962_1","Ronkonkoma","7962","0","C5955902","0"
"4","BDECEEFB","GO101_25_7963","Penn Station","7963","1","C5955902W","0"
"4","E17E66F5","GO101_25_7964","Ronkonkoma","7964","0","C5955902","0"
"4","97006089","GO101_25_7964_1","Ronkonkoma","7964","0","C5955902","0"
"4","BDECEEFB","GO101_25_7965","Penn Station","7965","1","C5955902W","0"
"4","E17E66F5","GO101_25_7966","Ronkonkoma","7966","0","C5955902","0"
"4","97006089","GO101_25_7966_1","Ronkonkoma","7966","0","C5955902","0"
"4","BDECEEFB","GO101_25_7967","Penn Station","7967","1","C5955902W","0"
"4","E17E66F5","GO101_25_7968","Ronkonkoma","7968","0","C5955902","0"
"4","97006089","GO101_25_7968_1","Ronkonkoma","7968","0","C5955902","0"
"4","BDECEEFB","GO101_25_7969","Penn Station","7969","1","C5955902W","0"
"4","E17E66F5","GO101_25_7970","Ronkonkoma","7970","0","C5955902","0"
"4","97006089","GO101_25_7970_1","Ronkonkoma","7970","0","C5955902","0"
"4","BDECEEFB","GO101_25_7971","Penn Station","7971","1","C5955902W","0"
"4","E17E66F5","GO101_25_7972","Ronkonkoma","7972","0","C5955902","0"
"4","97006089","GO101_25_7972_1","Ronkonkoma","7972","0","C5955902","0"
"4","BDECEEFB","GO101_25_7973","Penn Station","7973","1","C5955902W","0"
"4","E17E66F5","GO101_25_7974","Ronkonkoma","7974","0","C5955902","0"
"4","97006089","GO101_25_7974_1","Ronkonkoma","7974","0","C5955902","0"
"4","BDECEEFB","GO101_25_7975","Penn Station","7975","1","C5955902W","0"
"4","E17E66F5","GO101_25_7976","Ronkonkoma","7976","0","C5955902","0"
"4","97006089","GO101_25_7976_1","Ronkonkoma","7976","0","C5955902","0"
"4","BDECEEFB","GO101_25_7977","Penn Station","7977","1","C5955902W","0"
"4","E17E66F5","GO101_25_7978","Ronkonkoma","7978","0","C5955902","0"
"4","97006089","GO101_25_7978_1","Ronkonkoma","7978","0","C5955902","0"
"4","BDECEEFB","GO101_25_7979","Penn Station","7979","1","C5955902W","0"
"4","E17E66F5","GO101_25_7980","Ronkonkoma","7980","0","C5955902","0"
"4","97006089","GO101_25_7980_1","Ronkonkoma","7980","0","C5955902","0"
"4","BDECEEFB","GO101_25_7981","Penn Station","7981","1","C5955902W","0"
"4","E17E66F5","GO101_25_7982","Ronkonkoma","7982","0","C5955902","0"
"4","97006089","GO101_25_7982_1","Ronkonkoma","7982","0","C5955902","0"
"4","BDECEEFB","GO101_25_7983","Penn Station","7983","1","C5955902W","0"
"4","E17E66F5","GO101_25_7984","Ronkonkoma","7984","0","C5955902","0"
"4","97006089","GO101_25_7984_1","Ronkonkoma","7984","0","C5955902","0"
"4","BDECEEFB","GO101_25_7985","Penn Station","7985","1","C5955902W","0"
"4","E17E66F5","GO101_25_7986","Ronkonkoma","7986","0","C5955902","0"
"4","97006089","GO101_25_7986_1","Ronkonkoma","7986","0","C5955902","0"
"4","BDECEEFB","GO101_25_7987","Penn Station","7987","1","C5955902W","0"
"4","E17E66F5","GO101_25_7988","Ronkonkoma","7988","0","C5955902","0"
"4","97006089","GO101_25_7988_1","Ronkonkoma","7988","0","C5955902","0"
"4","7AD37633","GO101_25_7989","Penn Station","7989","1","C5955902W","0"
"4","10106953","GO101_25_7989_1","Penn Station","7989","1","C5955902W","0"
"4","E17E66F5","GO101_25_7990","Ronkonkoma","7990","0","C5955902","0"
"4","10106953","GO101_25_7990_1","Ronkonkoma","7990","0","C5955902","0"
"4","4ABAEB23","GO101_25_7990_2","Ronkonkoma","7990","0","C5955902","0"
"4","7AD37633","GO101_25_7991","Penn Station","7991","1","C5955902W","0"
"4","10106953","GO101_25_7991_1","Penn Station","7991","1","C5955902W","0"
"4","E17E66F5","GO101_25_7992","Ronkonkoma","7992","0","C5955902","0"
"4","10106953","GO101_25_7992_1","Ronkonkoma","7992","0","C5955902","0"
"4","4ABAEB23","GO101_25_7992_2","Ronkonkoma","7992","0","C5955902","0"
"4","BDECEEFB","GO101_25_7993","Penn Station","7993","1","C5955902W","0"
"4","E17E66F5","GO101_25_7994","Ronkonkoma","7994","0","C5955902","0"
"4","10106953","GO101_25_7994_1","Ronkonkoma","7994","0","C5955902","0"
"4","4ABAEB23","GO101_25_7994_2","Ronkonkoma","7994","0","C5955902","0"
"4","BDECEEFB","GO101_25_7995","Penn Station","7995","1","C5955902W","0"
"4","E17E66F5","GO101_25_7996","Ronkonkoma","7996","0","C5955902","0"
"4","10106953","GO101_25_7996_1","Ronkonkoma","7996","0","C5955902","0"
"4","4ABAEB23","GO101_25_7996_2","Ronkonkoma","7996","0","C5955902","0"
"4","BDECEEFB","GO101_25_7997","Penn Station","7997","1","C5955902W","0"
"4","BDECEEFB","GO101_25_7999","Penn Station","7999","1","C5955902W","0"
"12","BDECEEFB","GO101_25_8304","Jamaica","8304","0","436E0248","0"
"12","7C13310F","GO101_25_8353","Penn Station","8353","1","436E0248W","0"
"12","BDECEEFB","GO101_25_8355","Penn Station","8355","1","436E0248W","0"
"12","BDECEEFB","GO101_25_8372","Jamaica","8372","0","436E0248","0"
"12","BDECEEFB","GO101_25_8404","Jamaica","8404","0","5E489136","0"
"7","BDECEEFB","GO101_25_8701","Grand Central","8701","1","D895985AW","0"
"7","7C006A5C","GO101_25_8702","Far Rockaway","8702","0","D895985A","0"
"7","4ABAEB23","GO101_25_8702_1","Far Rockaway","8702","0","D895985A","0"
"7","BDECEEFB","GO101_25_8703","Penn Station","8703","1","A3EBB8CEW","0"
"7","BDECEEFB","GO101_25_8704","Far Rockaway","8704","0","A3EBB8CE","0"
"7","BDECEEFB","GO101_25_8705","Penn Station","8705","1","A3EBB8CEW","0"
"7","BDECEEFB","GO101_25_8706","Far Rockaway","8706","0","A3EBB8CE","0"
"7","BDECEEFB","GO101_25_8708","Far Rockaway","8708","0","D895985A","0"
"7","BDECEEFB","GO101_25_8709","Grand Central","8709","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8710","Far Rockaway","8710","0","D895985A","0"
"7","BDECEEFB","GO101_25_8711","Grand Central","8711","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8712","Far Rockaway","8712","0","D895985A","0"
"7","BDECEEFB","GO101_25_8713","Grand Central","8713","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8714","Far Rockaway","8714","0","D895985A","0"
"7","BDECEEFB","GO101_25_8715","Grand Central","8715","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8716","Far Rockaway","8716","0","D895985A","0"
"7","BDECEEFB","GO101_25_8717","Grand Central","8717","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8718","Far Rockaway","8718","0","D895985A","0"
"7","BDECEEFB","GO101_25_8719","Grand Central","8719","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8720","Far Rockaway","8720","0","D895985A","0"
"7","BDECEEFB","GO101_25_8721","Grand Central","8721","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8750","Far Rockaway","8750","0","D895985A","0"
"7","BDECEEFB","GO101_25_8751","Grand Central","8751","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8752","Far Rockaway","8752","0","D895985A","0"
"7","BDECEEFB","GO101_25_8753","Grand Central","8753","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8754","Far Rockaway","8754","0","D895985A","0"
"7","BDECEEFB","GO101_25_8755","Grand Central","8755","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8756","Far Rockaway","8756","0","D895985A","0"
"7","BDECEEFB","GO101_25_8757","Grand Central","8757","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8758","Far Rockaway","8758","0","D895985A","0"
"7","7AD37633","GO101_25_8760","Far Rockaway","8760","0","D895985A","0"
"7","10106953","GO101_25_8760_1","Far Rockaway","8760","0","D895985A","0"
"7","BDECEEFB","GO101_25_8761","Grand Central","8761","1","D895985AW","0"
"7","7AD37633","GO101_25_8762","Far Rockaway","8762","0","D895985A","0"
"7","10106953","GO101_25_8762_1","Far Rockaway","8762","0","D895985A","0"
"7","BDECEEFB","GO101_25_8763","Grand Central","8763","1","D895985AW","0"
"7","7AD37633","GO101_25_8764","Far Rockaway","8764","0","D895985A","0"
"7","10106953","GO101_25_8764_1","Far Rockaway","8764","0","D895985A","0"
"7","BDECEEFB","GO101_25_8765","Grand Central","8765","1","D895985AW","0"
"7","7AD37633","GO101_25_8766","Far Rockaway","8766","0","D895985A","0"
"7","10106953","GO101_25_8766_1","Far Rockaway","8766","0","D895985A","0"
"7","BDECEEFB","GO101_25_8767","Grand Central","8767","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8768","Far Rockaway","8768","0","D895985A","0"
"7","BDECEEFB","GO101_25_8769","Grand Central","8769","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8770","Far Rockaway","8770","0","D895985A","0"
"7","7AD37633","GO101_25_8772","Far Rockaway","8772","0","D895985A","0"
"7","10106953","GO101_25_8772_1","Far Rockaway","8772","0","D895985A","0"
"7","BDECEEFB","GO101_25_8773","Grand Central","8773","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8775","Grand Central","8775","1","D895985AW","0"
"7","BDECEEFB","GO101_25_8777","Grand Central","8777","1","D895985AW","0"
"12","BDECEEFB","GO101_25_8800","Jamaica","8800","0","76789C63","0"
"12","BDECEEFB","GO101_25_8801","Atlantic Terminal","8801","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8802","Jamaica","8802","0","76789C63","0"
"12","BDECEEFB","GO101_25_8803","Atlantic Terminal","8803","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8804","Jamaica","8804","0","76789C63","0"
"12","BDECEEFB","GO101_25_8805","Atlantic Terminal","8805","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8808","Jamaica","8808","0","76789C63","0"
"12","BDECEEFB","GO101_25_8809","Atlantic Terminal","8809","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8810","Jamaica","8810","0","76789C63","0"
"12","BDECEEFB","GO101_25_8812","Jamaica","8812","0","76789C63","0"
"12","BDECEEFB","GO101_25_8818","Jamaica","8818","0","76789C63","0"
"12","BDECEEFB","GO101_25_8819","Atlantic Terminal","8819","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8820","Jamaica","8820","0","76789C63","0"
"12","BDECEEFB","GO101_25_8821","Atlantic Terminal","8821","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8822","Jamaica","8822","0","76789C63","0"
"12","BDECEEFB","GO101_25_8823","Atlantic Terminal","8823","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8824","Jamaica","8824","0","76789C63","0"
"12","BDECEEFB","GO101_25_8827","Atlantic Terminal","8827","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8828","Jamaica","8828","0","76789C63","0"
"12","BDECEEFB","GO101_25_8829","Atlantic Terminal","8829","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8830","Jamaica","8830","0","76789C63","0"
"12","BDECEEFB","GO101_25_8831","Atlantic Terminal","8831","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8834","Jamaica","8834","0","76789C63","0"
"12","BDECEEFB","GO101_25_8835","Atlantic Terminal","8835","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8836","Jamaica","8836","0","76789C63","0"
"12","BDECEEFB","GO101_25_8837","Atlantic Terminal","8837","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8838","Jamaica","8838","0","76789C63","0"
"12","BDECEEFB","GO101_25_8839","Atlantic Terminal","8839","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8840","Jamaica","8840","0","76789C63","0"
"12","BDECEEFB","GO101_25_8843","Atlantic Terminal","8843","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8844","Jamaica","8844","0","76789C63","0"
"12","BDECEEFB","GO101_25_8845","Atlantic Terminal","8845","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8846","Jamaica","8846","0","76789C63","0"
"12","BDECEEFB","GO101_25_8847","Atlantic Terminal","8847","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8848","Jamaica","8848","0","76789C63","0"
"12","BDECEEFB","GO101_25_8851","Atlantic Terminal","8851","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8852","Jamaica","8852","0","76789C63","0"
"12","BDECEEFB","GO101_25_8853","Atlantic Terminal","8853","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8854","Jamaica","8854","0","76789C63","0"
"12","BDECEEFB","GO101_25_8855","Atlantic Terminal","8855","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8856","Jamaica","8856","0","76789C63","0"
"12","BDECEEFB","GO101_25_8859","Atlantic Terminal","8859","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8860","Jamaica","8860","0","76789C63","0"
"12","BDECEEFB","GO101_25_8861","Atlantic Terminal","8861","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8862","Jamaica","8862","0","76789C63","0"
"12","BDECEEFB","GO101_25_8863","Atlantic Terminal","8863","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8864","Jamaica","8864","0","76789C63","0"
"12","BDECEEFB","GO101_25_8867","Atlantic Terminal","8867","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8868","Jamaica","8868","0","76789C63","0"
"12","BDECEEFB","GO101_25_8869","Atlantic Terminal","8869","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8870","Jamaica","8870","0","76789C63","0"
"12","BDECEEFB","GO101_25_8871","Atlantic Terminal","8871","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8902","Jamaica","8902","0","76789C63","0"
"12","BDECEEFB","GO101_25_8903","Atlantic Terminal","8903","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8904","Jamaica","8904","0","76789C63","0"
"12","BDECEEFB","GO101_25_8905","Atlantic Terminal","8905","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8906","Jamaica","8906","0","76789C63","0"
"12","BDECEEFB","GO101_25_8907","Atlantic Terminal","8907","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8908","Jamaica","8908","0","76789C63","0"
"12","BDECEEFB","GO101_25_8909","Atlantic Terminal","8909","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8910","Jamaica","8910","0","76789C63","0"
"12","BDECEEFB","GO101_25_8911","Atlantic Terminal","8911","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8912","Jamaica","8912","0","76789C63","0"
"12","BDECEEFB","GO101_25_8913","Atlantic Terminal","8913","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8914","Jamaica","8914","0","76789C63","0"
"12","BDECEEFB","GO101_25_8915","Atlantic Terminal","8915","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8916","Jamaica","8916","0","76789C63","0"
"12","BDECEEFB","GO101_25_8917","Atlantic Terminal","8917","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8918","Jamaica","8918","0","76789C63","0"
"12","BDECEEFB","GO101_25_8919","Atlantic Terminal","8919","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8920","Jamaica","8920","0","76789C63","0"
"12","BDECEEFB","GO101_25_8921","Atlantic Terminal","8921","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8922","Jamaica","8922","0","76789C63","0"
"12","BDECEEFB","GO101_25_8923","Atlantic Terminal","8923","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8924","Jamaica","8924","0","76789C63","0"
"12","BDECEEFB","GO101_25_8925","Atlantic Terminal","8925","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8926","Jamaica","8926","0","76789C63","0"
"12","BDECEEFB","GO101_25_8927","Atlantic Terminal","8927","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8928","Jamaica","8928","0","76789C63","0"
"12","BDECEEFB","GO101_25_8929","Atlantic Terminal","8929","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8930","Jamaica","8930","0","76789C63","0"
"12","BDECEEFB","GO101_25_8931","Atlantic Terminal","8931","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8932","Jamaica","8932","0","76789C63","0"
"12","BDECEEFB","GO101_25_8933","Atlantic Terminal","8933","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8934","Jamaica","8934","0","76789C63","0"
"12","BDECEEFB","GO101_25_8935","Atlantic Terminal","8935","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8936","Jamaica","8936","0","76789C63","0"
"12","BDECEEFB","GO101_25_8937","Atlantic Terminal","8937","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8938","Jamaica","8938","0","76789C63","0"
"12","BDECEEFB","GO101_25_8939","Atlantic Terminal","8939","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8940","Jamaica","8940","0","76789C63","0"
"12","BDECEEFB","GO101_25_8941","Atlantic Terminal","8941","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8942","Jamaica","8942","0","76789C63","0"
"12","BDECEEFB","GO101_25_8943","Atlantic Terminal","8943","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8944","Jamaica","8944","0","76789C63","0"
"12","BDECEEFB","GO101_25_8945","Atlantic Terminal","8945","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8946","Jamaica","8946","0","76789C63","0"
"12","BDECEEFB","GO101_25_8947","Atlantic Terminal","8947","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8948","Jamaica","8948","0","76789C63","0"
"12","BDECEEFB","GO101_25_8949","Atlantic Terminal","8949","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8950","Jamaica","8950","0","76789C63","0"
"12","BDECEEFB","GO101_25_8951","Atlantic Terminal","8951","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8952","Jamaica","8952","0","76789C63","0"
"12","BDECEEFB","GO101_25_8953","Atlantic Terminal","8953","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8954","Jamaica","8954","0","76789C63","0"
"12","BDECEEFB","GO101_25_8955","Atlantic Terminal","8955","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8956","Jamaica","8956","0","76789C63","0"
"12","BDECEEFB","GO101_25_8957","Atlantic Terminal","8957","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8958","Jamaica","8958","0","76789C63","0"
"12","BDECEEFB","GO101_25_8959","Atlantic Terminal","8959","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8960","Jamaica","8960","0","76789C63","0"
"12","BDECEEFB","GO101_25_8961","Atlantic Terminal","8961","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8970","Jamaica","8970","0","76789C63","0"
"12","BDECEEFB","GO101_25_8971","Atlantic Terminal","8971","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8972","Jamaica","8972","0","76789C63","0"
"12","BDECEEFB","GO101_25_8973","Atlantic Terminal","8973","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8974","Jamaica","8974","0","76789C63","0"
"12","BDECEEFB","GO101_25_8975","Atlantic Terminal","8975","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8976","Jamaica","8976","0","76789C63","0"
"12","BDECEEFB","GO101_25_8977","Atlantic Terminal","8977","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8978","Jamaica","8978","0","76789C63","0"
"12","BDECEEFB","GO101_25_8979","Atlantic Terminal","8979","1","76789C63W","0"
"12","BDECEEFB","GO101_25_8980","Jamaica","8980","0","76789C63","0"
"12","BDECEEFB","GO101_25_8981","Atlantic Terminal","8981","1","76789C63W","0"
"9","58CE1625","GO101_25_10300","Great Neck (Bus)","10300","0","413ECCC3","0"
"9","58CE1625","GO101_25_10303","Bayside (Bus)","10303","1","413ECCC3W","0"
"9","58CE1625","GO101_25_10305","Bayside (Bus)","10305","1","413ECCC3W","0"
"9","58CE1625","GO101_25_10307","Bayside (Bus)","10307","1","413ECCC3W","0"
"9","E8879671","GO101_25_10373","Bayside (Bus)","10373","1","413ECCC3W","0"
"9","E8879671","GO101_25_10376","Great Neck (Bus)","10376","0","413ECCC3","0"
"9","E8879671","GO101_25_10378","Great Neck (Bus)","10378","0","413ECCC3","0"
"9","E8879671","GO101_25_10380","Great Neck (Bus)","10380","0","413ECCC3","0"
"9","39305787","GO101_25_10382","Great Neck (Bus)","10382","0","413ECCC3","0"
"9","E8879671","GO101_25_10393","Bayside (Bus)","10393","1","413ECCC3W","0"
"9","58CE1625","GO101_25_10400","Great Neck (Bus)","10400","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16300","Great Neck (Bus)","16300","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16301","Bayside (Bus)","16301","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16302","Great Neck (Bus)","16302","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16303","Bayside (Bus)","16303","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16304","Great Neck (Bus)","16304","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16305","Bayside (Bus)","16305","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16307","Bayside (Bus)","16307","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16310","Great Neck (Bus)","16310","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16311","Bayside (Bus)","16311","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16312","Great Neck (Bus)","16312","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16313","Bayside (Bus)","16313","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16314","Great Neck (Bus)","16314","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16315","Bayside (Bus)","16315","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16316","Great Neck (Bus)","16316","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16317","Bayside (Bus)","16317","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16318","Great Neck (Bus)","16318","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16319","Bayside (Bus)","16319","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16320","Great Neck (Bus)","16320","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16321","Bayside (Bus)","16321","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16350","Great Neck (Bus)","16350","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16351","Bayside (Bus)","16351","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16352","Great Neck (Bus)","16352","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16353","Bayside (Bus)","16353","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16354","Great Neck (Bus)","16354","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16355","Bayside (Bus)","16355","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16356","Great Neck (Bus)","16356","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16357","Bayside (Bus)","16357","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16358","Great Neck (Bus)","16358","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16359","Bayside (Bus)","16359","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16360","Great Neck (Bus)","16360","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16361","Bayside (Bus)","16361","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16362","Great Neck (Bus)","16362","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16363","Bayside (Bus)","16363","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16364","Great Neck (Bus)","16364","0","413ECCC3","0"
"9","6B8578E8","GO101_25_16365","Bayside (Bus)","16365","1","413ECCC3W","0"
"9","6B8578E8","GO101_25_16366","Great Neck (Bus)","16366","0","413ECCC3","0"
