"service_id","date","exception_type"
"73AD81EB","20250704","1"
"73AD81EB","20250705","1"
"73AD81EB","20250706","1"
"73AD81EB","20250712","1"
"73AD81EB","20250713","1"
"73AD81EB","20250719","1"
"73AD81EB","20250720","1"
"73AD81EB","20250726","1"
"73AD81EB","20250727","1"
"73AD81EB","20250802","1"
"73AD81EB","20250803","1"
"73AD81EB","20250809","1"
"73AD81EB","20250810","1"
"73AD81EB","20250816","1"
"73AD81EB","20250817","1"
"73AD81EB","20250823","1"
"73AD81EB","20250824","1"
"73AD81EB","20250830","1"
"73AD81EB","20250831","1"
"73AD81EB","20250901","1"
"6B8578E8","20250607","1"
"6B8578E8","20250608","1"
"6B8578E8","20250621","1"
"6B8578E8","20250622","1"
"E33669F6","20250608","1"
"E33669F6","20250609","1"
"E33669F6","20250622","1"
"E33669F6","20250623","1"
"39305787","20250607","1"
"39305787","20250621","1"
"A18E0729","20250521","1"
"A18E0729","20250522","1"
"A18E0729","20250523","1"
"A18E0729","20250527","1"
"A18E0729","20250528","1"
"A18E0729","20250529","1"
"A18E0729","20250530","1"
"A18E0729","20250602","1"
"A18E0729","20250603","1"
"A18E0729","20250604","1"
"A18E0729","20250605","1"
"A18E0729","20250609","1"
"A18E0729","20250610","1"
"A18E0729","20250611","1"
"A18E0729","20250612","1"
"A18E0729","20250613","1"
"A18E0729","20250616","1"
"A18E0729","20250617","1"
"A18E0729","20250618","1"
"A18E0729","20250619","1"
"A18E0729","20250623","1"
"A18E0729","20250624","1"
"A18E0729","20250625","1"
"A18E0729","20250626","1"
"A18E0729","20250627","1"
"A18E0729","20250630","1"
"A18E0729","20250701","1"
"A18E0729","20250702","1"
"A18E0729","20250703","1"
"A18E0729","20250707","1"
"A18E0729","20250708","1"
"A18E0729","20250709","1"
"A18E0729","20250710","1"
"A18E0729","20250711","1"
"A18E0729","20250714","1"
"A18E0729","20250715","1"
"A18E0729","20250716","1"
"A18E0729","20250717","1"
"A18E0729","20250718","1"
"A18E0729","20250721","1"
"A18E0729","20250722","1"
"A18E0729","20250723","1"
"A18E0729","20250724","1"
"A18E0729","20250725","1"
"A18E0729","20250728","1"
"A18E0729","20250729","1"
"A18E0729","20250730","1"
"A18E0729","20250731","1"
"A18E0729","20250801","1"
"A18E0729","20250804","1"
"A18E0729","20250805","1"
"A18E0729","20250806","1"
"A18E0729","20250807","1"
"A18E0729","20250808","1"
"A18E0729","20250811","1"
"A18E0729","20250812","1"
"A18E0729","20250813","1"
"A18E0729","20250814","1"
"A18E0729","20250815","1"
"A18E0729","20250818","1"
"A18E0729","20250819","1"
"A18E0729","20250820","1"
"A18E0729","20250821","1"
